Lichen.metagenomes	Source	Produced	Run	Batch	architecture	family	order	class	bacteria_other	mycobiont	fungi_other	photobiont_chloro	algae_other	photobiont_cyano	cephalodia_cyano	mycobiont_missassigned	cypho	tremella	mycobiont_all	depth
Xanthoparmelia maricopensis	Smith et al. 2020	Brigham Young University	SRR12240177	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	8.444723565	19.79588285	0	0	0	0	0	0	0	0	19.79588285	1887998081
Xanthoparmelia aff plittii¾	Smith et al. 2020	Brigham Young University	SRR12240178	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	0	17.67761714	0	0	0	0	0	0	0	0	17.67761714	1141955117
Xanthoparmelia aff mexicana	Smith et al. 2020	Brigham Young University	SRR12240179	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	26.64438642	21.37519816	0	0	0	0	0	0	0	0	21.37519816	1772170559
Rinodina sp	Smith et al. 2020	Brigham Young University	SRR12240181	third	crust	Physciaceae	Caliciales	Lecanoromycetes	37.389049911	23.74477687	0	0	0	0	0	0	0	0	23.74477687	1669402964
Oxnerella safavidiorum	Smith et al. 2020	Brigham Young University	SRR12240184	third	crust	Physciaceae	Caliciales	Lecanoromycetes	44.583138852	5.264245621	0	0	0	0	0	0	0	0	5.264245621	1500967204
Xanthoparmelia aff chlorochroa	Smith et al. 2020	Brigham Young University	SRR12240187	third	macro	Lecanoraceae	Lecanorales	Lecanoromycetes	11.291617631	13.34199759	0	0	0	0	0	0	0	0	13.34199759	1713022087
Xanthoparmelia aff chlorochroa	Smith et al. 2020	Brigham Young University	SRR12240188	third	macro	Lecanoraceae	Lecanorales	Lecanoromycetes	10.682408907	20.89361965	0	0	0	0	0	0	0	0	20.89361965	1795584881
Protousnea poeppiggii	This paper	Spribille Lab, University of Alberta	X1	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	52.62256267	290.9868938	0	8.191436159	0	0	0	0	0	5.824448757	290.9868938	14391347750
Usnea cavernosa	This paper	Spribille Lab, University of Alberta	X2	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	0	257.2543051	0	18.5281752	0	0	0	0	0	0	257.2543051	14488756500
Platismatia glauca	This paper	Spribille Lab, University of Alberta	X3	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	193.752852258	221.2990414	3.662982877	13.909534586	0	0	0	0	0	0	221.2990414	12381879250
Pectenia plumbea	This paper	Spribille Lab, University of Alberta	X4	third	macro	Pannariaceae	Peltigerales	Lecanoromycetes	116.713372353	75.28130756	0	0	0	384.8270002	0	0	0	0	75.28130756	13287338000
Pectenia cyanoloma	This paper	Spribille Lab, University of Alberta	X5	third	macro	Pannariaceae	Peltigerales	Lecanoromycetes	41.569694757	82.82890295	0	0	0	500.0334923	0	0	0	0	82.82890295	14934984750
Protousnea magellanica	This paper	Spribille Lab, University of Alberta	X7	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	0	231.2025547	0	7.810084222	0	0	0	0	0	2.567416579	231.2025547	12531347000
Ramalina thrausta	This paper	Spribille Lab, University of Alberta	X8	third	macro	Ramalinaceae	Lecanorales	Lecanoromycetes	24.783376493	259.428626	0	19.921473613	0	0	0	0	0	5.382478505	259.428626	10779976500
Evernia divaricata	This paper	Spribille Lab, University of Alberta	X9	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	34.36569926	234.1767144	0	17.209285884	0	0	0	0	0	1.398902095	234.1767144	12497401000
Sulcaria badia	This paper	Spribille Lab, University of Alberta	X10	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	1.147459552	176.7677254	0	14.36913061	0	0	0	0	0	0	176.7677254	12114619750
Ramalina menziesii	This paper	Spribille Lab, University of Alberta	X11	third	macro	Ramalinaceae	Lecanorales	Lecanoromycetes	115.39069694	201.9128775	0	9.5366119	0	0	0	0	0	0	201.9128775	11221466500
Alectoria sarmentosa	Tagirdzhanova et al. 2021b	Spribille Lab, University of Alberta	X12	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	3.424867572	199.6496725	0	25.27589757	0	0	0	0	0	0	199.6496725	13243158000
Hypogymnia physodes	This paper	Spribille Lab, University of Alberta	X14	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	4.725473571	177.2213473	0	16.864913439	0	0	0	0	0	0	177.2213473	10204075500
Umbilicaria americana	This paper	Spribille Lab, University of Alberta	X16	third	macro		Umbilicariales	Lecanoromycetes	516.661540057	83.766483	0	0	0	0	0	0	0	0	83.766483	10450703250
Pseudophebe minuscula	This paper	Spribille Lab, University of Alberta	VT22	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	184.117360282	29.87504397	0	0	0	0	0	0	0	0	29.87504397	4681562626
Bryoria fremontii	This paper	Spribille Lab, University of Alberta	VT31	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	0	96.41864307	0	16.673537042	0	0	0	0	0	0	96.41864307	6757064572
Platismatia glauca	This paper	Spribille Lab, University of Alberta	VT1	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	109.092930378	86.77040165	0	5.312030276	0	0	0	0	0	0	86.77040165	5900310202
Gypsoplaca macrophylla	This paper	Spribille Lab, University of Alberta	VT34	third	crust	Parmeliaceae	Lecanorales	Lecanoromycetes	118.764034108	70.69010975	0	0	0	0	0	0	0	0	70.69010975	5154969068
Punctelia caseana	This paper	Spribille Lab, University of Alberta	VT16	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	58.631536124	69.78243711	0	0	0	0	0	0	0	0	69.78243711	5215367256
Kaernefeltia merillii	This paper	Spribille Lab, University of Alberta	VT12	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	31.342771851	89.87752988	0	5.940044118	0	0	0	0	0	0	89.87752988	6037720806
Vulpicida juniperina	This paper	Spribille Lab, University of Alberta	VT2	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	95.426678282	126.7366551	0	4.814488455	0	0	0	0	0	0	126.7366551	8660831802
Allantoparmelia sp	This paper	Spribille Lab, University of Alberta	VT33	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	1.867548973	118.5725216	0	0	0	0	0	0	0	0	118.5725216	7017044292
Flavocetraria cucullata	This paper	Spribille Lab, University of Alberta	VT15	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	31.718156833	88.8905106	0	4.066254727	0	0	0	0	0	0	88.8905106	6033792692
Cornicularia normoerica	This paper	Spribille Lab, University of Alberta	VT38	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	10.01211785	116.3360598	0	9.50165868	0	0	0	0	0	0	116.3360598	7584511956
Evernia mesomorpha	This paper	Spribille Lab, University of Alberta	VT26	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	66.306489953	87.76214986	0	0	0	0	0	0	0	0	87.76214986	7411632358
Alectoria ochroleuca	This paper	Spribille Lab, University of Alberta	VT19	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	6.95392224	126.7867376	0	5.73213519	0	0	0	0	0	0	126.7867376	9363519664
Xanthoparmelia aff chlorochroa	Grewe et al 2020	Field Museum of Natural History	SRR13167197	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	1.34470858	10.57681416	0	0	0	0	0	0	0	0	10.57681416	761732733
Xanthoparmelia verrucella	Grewe et al 2020	Field Museum of Natural History	SRR13126859	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	44.095781471	41.87828557	0	0	0	0	0	0	0	0	41.87828557	2876909202
Xanthoparmelia tasmanica	Grewe et al 2020	Field Museum of Natural History	SRR13126828	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	0	10.01594722	0	0	0	0	0	0	0	0	10.01594722	576977571
Xanthoparmelia stenophylla	Grewe et al 2020	Field Museum of Natural History	SRR13126796	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	16.735682586	7.492159984	0	0	0	0	0	0	0	0	7.492159984	787429291
Xanthoparmelia barbatica	Grewe et al 2020	Field Museum of Natural History	SRR13126647	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	0	4.531763815	0	0	0	0	0	0	0	0	4.531763815	447209227
Xanthoparmelia arapilensis	Grewe et al 2020	Field Museum of Natural History	SRR13125985	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	0	7.342008833	0	0	0	0	0	0	0	0	7.342008833	576727858
Usnea aurantiacoatra	Grewe et al 2020	Field Museum of Natural History	SRR13125762	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	0	170.6258983	0	5.68933051	0	0	0	0	0	0	170.6258983	9146430147
Everniopsis trulla	Grewe et al 2020	Field Museum of Natural History	SRR13125477	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	63.521011534	298.2419156	0	5.93922061	0	0	0	0	0	0	298.2419156	16137791400
Lobaria pulmonaria	Wicaksono et al 2020	GRAZ UNIVERSITY OF TECHNOLOGY	ERR4179390	third	macro	Lobariaceae	Peltigerales	Lecanoromycetes	989.915716783	294.7762736	12.03065832	59.008695911	0	0	0	0	0	0	294.7762736	34830147881
Peltigera polydactylon	Wicaksono et al 2020	GRAZ UNIVERSITY OF TECHNOLOGY	ERR4179391	third	macro	Peltigeraceae	Peltigerales	Lecanoromycetes	81.004144408	0	0	0	0.770591216	46.83147982	0	0	0	0	0	10854216148
Cladonia furcata	Wicaksono et al 2020	GRAZ UNIVERSITY OF TECHNOLOGY	ERR4179389	third	macro	Cladoniaceae	Lecanorales	Lecanoromycetes	166.097995494	42.31258285	0	0	0	0	0	0	0	0	42.31258285	10693128900
Lasallia pustulata	Greshake et al 2016	Goethe University	SRR2387885	third	macro		Umbilicariales	Lecanoromycetes	58.064963995	73.15852744	0	5.215096728	0	0	0	0	0	0	73.15852744	7034650998
Physcia stellaris	McDonald et al 2013	Duke University	SRR1532736	third	macro	Physciaceae	Caliciales	Lecanoromycetes	11.99891129	253.5888764	73.40888454	11.71381929	0	0	0	0	0	0	253.5888764	15148872300
Peltula cylindrica	McDonald et al 2013	Duke University	SRR1531569	third	crust		Lichinales	Lichinomycetes	92.96080148	381.8447345	0	0	0	630.88241719	0	0	0	0	381.8447345	11418853650
Leptogium austroamericanum	McDonald et al 2013	Duke University	SRR1531545	third	macro		Peltigerales	Lecanoromycetes	65.841085852	201.0932769	0	0	0	684.8871935	0	0	0	0	201.0932769	15367008150
Dibaeis baeomyces	McDonald et al 2013	Duke University	SRR1531517	third	crust		Pertusariales	Lecanoromycetes	0	769.3487937	0	0	0	0	0	0	0	0	769.3487937	18235852650
